cui,code
C0153959,PheCode:213.0
C0270736,PheCode:333.1
C0021122,PheCode:312.3
C0263851,PheCode:721.1
C2108093,PheCode:427.11
C0036983,PheCode:994.21
C0917967,PheCode:379.4
C0153618,PheCode:189.12
C0024205,PheCode:289.4
C0038437,PheCode:624.9
C0153325,PheCode:136.0
C0496956,PheCode:174.3
C0024299,PheCode:202.23
C0679560,PheCode:1010.4
C0723643,PheCode:306.9
C2242765,PheCode:738.4
C4553317,PheCode:531.2
C0012813,PheCode:562.2
C0810029,PheCode:562.0
C0007871,PheCode:636.8
C1270972,PheCode:292.2
C0029182,PheCode:376.0
C1971635,PheCode:379.1
C0427055,PheCode:772.6
C0022336,PheCode:324.1
C0809990,PheCode:324.0
C0006840,PheCode:112.0
C0042708,PheCode:8.6
C1442981,PheCode:317.11
C0001973,PheCode:317.1
C0495689,PheCode:350.6
C3495559,PheCode:714.2
C0158297,PheCode:724.8
C0021564,PheCode:912.0
C0265027,PheCode:217.1
C0271761,PheCode:241.2
C1318500,PheCode:241.0
C0035404,PheCode:654.2
C0864665,PheCode:71.1
C0154246,PheCode:270.21
C0158795,PheCode:759.0
C3203358,PheCode:513.3
C0022650,PheCode:594.1
C0162316,PheCode:280.0
C0149524,PheCode:601.11
C0033581,PheCode:601.1
C0158288,PheCode:720.1
C1861329,PheCode:720.0
C3887876,PheCode:740.0
C0010346,PheCode:555.1
C0022820,PheCode:737.3
C2350019,PheCode:514.2
C0151779,PheCode:172.11
C0021830,PheCode:271.3
C0750394,PheCode:288.1
C0853697,PheCode:288.11
C0234428,PheCode:291.8
C4554630,PheCode:593.0
C0810063,PheCode:637.0
C0023434,PheCode:204.12
C0028756,PheCode:278.11
C4759928,PheCode:278.1
C0019081,PheCode:578.8
C0600139,PheCode:185.0
C0497354,PheCode:507.0
C0149881,PheCode:601.3
C0026769,PheCode:335.0
C0151970,PheCode:530.12
C4554124,PheCode:288.3
C0271640,PheCode:249.0
C0392514,PheCode:275.11
C0012715,PheCode:275.1
C0085584,PheCode:348.8
C0035440,PheCode:394.4
C0037023,PheCode:527.2
C0002945,PheCode:442.8
C0034088,PheCode:509.2
C0037158,PheCode:240.0
C0154178,PheCode:250.13
C0342247,PheCode:250.23
C0013423,PheCode:333.4
C0155176,PheCode:371.33
C0575081,PheCode:350.2
C0155966,PheCode:530.6
C0036686,PheCode:38.2
C0024302,PheCode:202.22
C0039263,PheCode:446.7
C0155765,PheCode:448.0
C0034152,PheCode:287.2
C0155118,PheCode:364.4
C0018801,PheCode:428.2
C0810005,PheCode:428.0
C0033075,PheCode:367.4
C0151583,PheCode:346.3
C0005694,PheCode:596.1
C0151517,PheCode:426.24
C0017574,PheCode:523.1
C0014173,PheCode:621.0
C0003090,PheCode:741.1
C4554635,PheCode:252.2
C0159117,PheCode:259.1
C0032300,PheCode:480.11
C0157489,PheCode:647.3
C0013216,PheCode:197.0
C0032310,PheCode:480.2
C4554235,PheCode:704.2
C0029571,PheCode:333.8
C0035078,PheCode:585.2
C0152090,PheCode:715.3
C0023009,PheCode:315.2
C1963067,PheCode:427.21
C0024141,PheCode:695.42
C0157736,PheCode:706.8
C0158337,PheCode:727.5
C0154254,PheCode:270.31
C0392470,PheCode:426.4
C0016663,PheCode:743.2
C0018081,PheCode:90.2
C0154000,PheCode:221.0
C0157926,PheCode:740.11
C0409962,PheCode:740.1
C4552844,PheCode:320.0
C0342115,PheCode:241.1
C0010037,PheCode:364.2
C0001344,PheCode:465.2
C0038525,PheCode:430.1
C1261473,PheCode:170.2
C0023817,PheCode:272.14
C0032708,PheCode:277.1
C0154860,PheCode:362.7
C0340139,PheCode:500.0
C4553955,PheCode:599.3
C0156324,PheCode:613.7
C0161485,PheCode:960.0
C1962971,PheCode:420.1
C0232461,PheCode:260.7
C0152451,PheCode:580.14
C0157702,PheCode:681.5
C0154241,PheCode:263.0
C0018777,PheCode:389.2
C0155860,PheCode:480.12
C0151526,PheCode:636.2
C0013604,PheCode:782.3
C0014118,PheCode:420.3
C0038449,PheCode:447.1
C2937421,PheCode:600.0
C0149512,PheCode:464.0
C0153687,PheCode:198.7
C0221539,PheCode:292.5
C0522274,PheCode:279.11
C0810367,PheCode:656.3
C0036508,PheCode:690.1
C0014747,PheCode:690.0
C4553105,PheCode:427.42
C0263634,PheCode:701.5
C0018213,PheCode:242.1
C4554323,PheCode:785.0
C0154073,PheCode:172.3
C0002694,PheCode:872.0
C0027092,PheCode:367.1
C0161414,PheCode:952.0
C0019348,PheCode:54.0
C0810022,PheCode:479.0
C0014511,PheCode:706.2
C0878706,PheCode:264.9
C0260467,PheCode:289.3
C4554643,PheCode:475.9
C0154040,PheCode:227.1
C0549147,PheCode:429.9
C0034734,PheCode:443.1
C0156191,PheCode:571.8
C0375575,PheCode:790.9
C4554104,PheCode:297.1
C0260471,PheCode:564.9
C0030848,PheCode:604.3
C0007847,PheCode:180.1
C0005745,PheCode:374.3
C0152149,PheCode:626.21
C4553904,PheCode:626.2
C0154724,PheCode:348.4
C0156221,PheCode:580.13
C0154270,PheCode:278.3
C1963091,PheCode:561.1
C1260404,PheCode:286.81
C0398623,PheCode:286.8
C0158292,PheCode:724.1
C0178316,PheCode:803.0
C1963087,PheCode:563.0
C0271622,PheCode:257.1
C0405581,PheCode:257.0
C0019209,PheCode:573.3
C0160475,PheCode:870.2
C0154301,PheCode:287.32
C0030591,PheCode:427.12
C0341106,PheCode:530.15
C0011608,PheCode:695.21
C0543874,PheCode:348.7
C0158073,PheCode:742.8
C0037763,PheCode:772.2
C0042268,PheCode:614.52
C0015645,PheCode:728.7
C0032989,PheCode:651.0
C1318544,PheCode:204.3
C0017606,PheCode:365.2
C0344421,PheCode:426.31
C0155820,PheCode:483.0
C0375482,PheCode:938.1
C0027831,PheCode:199.4
C0022104,PheCode:564.1
C0154208,PheCode:256.0
C0154209,PheCode:256.1
C0151482,PheCode:281.13
C0494479,PheCode:339.0
C0022578,PheCode:364.41
C0018133,PheCode:81.1
C0342454,PheCode:255.1
C0033802,PheCode:274.21
C0020758,PheCode:691.1
C0157004,PheCode:654.1
C0153594,PheCode:187.2
C0751362,PheCode:347.0
C0020490,PheCode:367.8
C0003081,PheCode:368.3
C0029443,PheCode:710.1
C0024586,PheCode:259.2
C2237660,PheCode:362.22
C0239937,PheCode:593.2
C0041296,PheCode:10.0
C0004997,PheCode:220.0
C4722417,PheCode:289.1
C0024419,PheCode:270.35
C0003615,PheCode:540.11
C0030446,PheCode:560.1
C0012766,PheCode:687.4
C0271801,PheCode:244.1
C0150055,PheCode:338.2
C4552669,PheCode:571.81
C0013923,PheCode:444.2
C1561637,PheCode:567.0
C0002895,PheCode:282.5
C0154762,PheCode:316.1
C0149960,PheCode:614.32
C0036974,PheCode:797.0
C0003892,PheCode:713.5
C0007570,PheCode:557.1
C0949136,PheCode:602.3
C0023186,PheCode:315.1
C0080274,PheCode:599.2
C0006107,PheCode:817.0
C0001169,PheCode:286.4
C0019079,PheCode:516.1
C0156354,PheCode:618.5
C0263361,PheCode:696.41
C4554629,PheCode:295.3
C2937358,PheCode:430.2
C0040485,PheCode:723.1
C0038017,PheCode:754.2
C0154038,PheCode:226.0
C0002622,PheCode:292.3
C0036980,PheCode:797.1
C0577822,PheCode:396.0
C0021099,PheCode:686.2
C0022573,PheCode:370.3
C0034067,PheCode:496.1
C1456865,PheCode:594.3
C4553002,PheCode:705.8
C1272092,PheCode:250.41
C0161818,PheCode:519.2
C0012691,PheCode:830.0
C0019655,PheCode:117.1
C0546817,PheCode:276.6
C0264906,PheCode:426.23
C0019829,PheCode:201.0
C0267716,PheCode:550.6
C0810310,PheCode:560.3
C0375792,PheCode:41.9
C0042842,PheCode:261.1
C0039483,PheCode:446.5
C0018099,PheCode:274.1
C0156325,PheCode:613.8
C0036646,PheCode:366.2
C4554163,PheCode:455.0
C0038048,PheCode:840.0
C0157748,PheCode:709.6
C0001144,PheCode:706.1
C0152089,PheCode:722.8
C0158731,PheCode:756.22
C0348626,PheCode:427.3
C0039483,PheCode:717.0
C0154206,PheCode:255.13
C0004763,PheCode:530.13
C0149514,PheCode:497.0
C0242420,PheCode:362.9
C0375295,PheCode:440.22
C0032776,PheCode:627.1
C0158249,PheCode:721.8
C0020162,PheCode:803.1
C0036341,PheCode:295.1
C1263846,PheCode:313.1
C3811653,PheCode:172.21
C0008312,PheCode:571.6
C4553924,PheCode:599.4
C0520474,PheCode:733.4
C0151632,PheCode:790.1
C0027343,PheCode:703.1
C0600040,PheCode:592.13
C0496955,PheCode:173.0
C3665358,PheCode:612.1
C0810330,PheCode:642.1
