"PheCode","CUI"
"706_","C0036502|C0152249|C0029485|C0014511|C0036508|C0157736|C0001144"
"706_1","C0152249|C0029485|C0001144"
"706_2","C0014511"
"706_3","C0036508"
"706_8","C0157736"
"707_","C0157738|C0011127|C1456138|C1456139|C1456141|C0577712|C0558160|C0577713|C0558158|C1456142|C1718233|C2349631|C2349634|C2349637|C2349640|C2349643|C2349646|C2349630|C0878700|C0878701|C0577719|C0741085|C0878702|C0878703|C0878704|C0157740|C0333297|C1186849"
"707_1","C0011127|C1456138|C1456139|C1456141|C0577712|C0558160|C0577713|C0558158|C1456142|C1718233|C2349631|C2349634|C2349637|C2349640|C2349643|C2349646"
"707_2","C2349630|C0878700|C0878701|C0577719|C0741085|C0878702|C0878703|C0878704|C1186849"
"707_3","C0157740|C0333297"
"709_","C0041785|C0086981|C0339904|C0036421|C0085655|C0011633|C0157748"
"709_2","C0086981"
"709_3","C0339904|C0036421"
"709_4","C0085655"
"709_5","C0011633"
"709_6","C0157748"
"709_7","C0041785"
"710_","C0343139|C0264070|C0158420|C0158421|C0158422|C0158423|C0158424|C0158425|C0158426|C0158427|C0158428|C2242472|C0264022|C0264023|C0264024|C2242475|C0158434|C0264028|C0264029|C0158437|C0158438|C0152491|C0158371|C0158372|C0158373|C0158374|C0158375|C0158376|C0158377|C0264039|C0158379|C0158380|C0008707|C0158381|C0158382|C0158383|C0158384|C0158385|C0158386|C0264049|C0158388|C0158389|C0029443|C0158390|C0158391|C0158392|C0158393|C0158394|C0158395|C0158396|C0158397|C0264031|C0264069|C0410437|C0410436|C0158401|C0158402|C0158403|C0410435|C0158405|C0158406|C0410434|C0158407|C0158408|C0410326|C0410325|C0410324|C0410323|C0410322|C0410321|C0410320|C0410319|C0410318|C0031111"
"710_1","C0152491|C0158371|C0158372|C0158373|C0158374|C0158375|C0158376|C0158377|C0264039|C0158379|C0158380|C0008707|C0158381|C0158382|C0158383|C0158384|C0158385|C0158386|C0264049|C0158388|C0158389|C0029443|C0158390|C0158391|C0158392|C0158393|C0158394|C0158395|C0158396|C0158397|C0264031"
"710_11","C0158371|C0158372|C0158373|C0158374|C0158375|C0158376|C0158377|C0264039|C0158379|C0158380"
"710_12","C0008707|C0158381|C0158382|C0158383|C0158384|C0158385|C0158386|C0264049|C0158388|C0158389"
"710_19","C0029443|C0158390|C0158391|C0158392|C0158393|C0158394|C0158395|C0158396|C0158397|C0264031"
"710_2","C0264069|C0410437|C0410436|C0158401|C0158402|C0158403|C0410435|C0158405|C0158406|C0410434|C0158407|C0031111"
"710_3","C0158408|C0410326|C0410325|C0410324|C0410323|C0410322|C0410321|C0410320|C0410319|C0410318"
"711_","C0152490|C0152063|C0238009|C0276308|C0153216|C0157749|C0152085|C0157780|C0837420|C0837421|C0837422|C0837423|C0837424|C0837425|C0157787|C0837418|C0157790|C0157791|C0157792|C0157793|C0157794|C0157795|C0157796|C0157797|C0157798|C0157799|C0157801|C0157802|C0157803|C0157804|C0157805|C0157806|C0157807|C0157808|C0157809|C0157810|C0869528|C0409567|C0409566|C0409565|C0409564|C0409563|C0409562|C0409561|C0409559|C0157821|C0157822|C0409569|C0157824|C0409577|C0409576|C0409575|C0409574|C0409573|C0409572|C0157831|C0409571|C0157833|C0157834|C0157835|C0157836|C0157837|C0157838|C0157839|C0157840|C0157841|C0157842|C0003869|C0157843|C0157844|C0157845|C0157846|C0157847|C0157848|C0157849|C0157850|C0157851|C1692886|C0343175|C0263681|C0263682|C0263683|C0263684|C0157754|C0263687|C0157756|C0157757|C0263690|C0035012|C0157760|C0157761|C0157762|C0157763|C0157764|C0157765|C0157766|C0157767|C0157768|C0157769|C0004943|C0157770|C0157771|C0157772|C0157773|C0157774|C0157775|C0157776|C0157777|C0157778|C0157779"
"711_1","C1692886|C0343175|C0263681|C0263682|C0263683|C0263684|C0157754|C0263687|C0157756|C0157757|C0263690"
"711_2","C0035012|C0157760|C0157761|C0157762|C0157763|C0157764|C0157765|C0157766|C0157767|C0157768|C0157769"
"711_3","C0004943|C0157770|C0157771|C0157772|C0157773|C0157774|C0157775|C0157776|C0157777|C0157778|C0157779"
"712_","C0085222|C0085179|C0158353|C0238124"
"713_","C0157904|C0409729|C0263723|C0263724|C0263726|C0263727|C0263730|C0157911|C0263732|C0003892"
"713_5","C0003892"
"714_","C0157913|C0152084|C0157919|C1692324|C0003873|C0015773|C0157914|C0994344|C0409667|C0837691|C0157916|C0157917|C0157918|C0553662"
"714_1","C0003873|C0015773|C0157914|C0994344"
"714_2","C0409667|C0837691|C0157916|C0157917|C0157918|C0553662"
"715_","C0003089|C0029644|C0021396|C0038012|C0868862|C0038013|C0152090|C0410591"
"715_1","C0868862|C0410591"
"715_2","C0038013"
"715_3","C0152090"
"716_","C0157987|C0409260|C0157989|C0409258|C0409257|C0409256|C0157993|C0409254|C0409253|C0409252|C0157997|C0157998|C0157999|C0158000|C0158001|C0158002|C0158003|C0158004|C0158005|C0158006|C0152083|C0158007|C0158008|C0158009|C0409814|C0158011|C0158012|C0158013|C0158014|C0158015|C1692323|C0158017|C0158018|C0158019|C0158020|C0158021|C0158022|C0158023|C0158024|C0546840|C0158026|C0409232|C0409231|C0409230|C0409229|C0409228|C0409227|C0409226|C0409225|C2745963|C0157969|C0157970|C0157971|C0157972|C0409970|C0157974|C0409969|C0157976|C0157977|C0085574|C0158178|C0409663|C0409662|C0158181|C0409661|C0409660|C0409659|C0158185|C0158186|C1442831|C0029746|C0869062|C0158035|C0158036|C0158037|C0158038|C0158039|C0158040|C0158041|C0158042|C0158043|C0022408|C0158044|C0158045|C0409209|C0158047|C0158048|C0158049|C0158050|C0158051|C0158052|C0086743"
"716_1","C1692323|C0158017|C0158018|C0158019|C0158020|C0158021|C0158022|C0158023|C0158024|C0546840"
"716_2","C0158026|C0409232|C0409231|C0409230|C0409229|C0409228|C0409227|C0409226|C0409225"
"716_3","C2745963|C0157969|C0157970|C0157971|C0157972|C0409970|C0157974|C0409969|C0157976|C0157977|C0086743"
"716_8","C0085574|C0158178|C0409663|C0409662|C0158181|C0409661|C0409660|C0409659|C0158185|C0158186"
"716_9","C1442831|C0029746|C0869062|C0158035|C0158036|C0158037|C0158038|C0158039|C0158040|C0158041|C0158042|C0158043|C0022408|C0158044|C0158045|C0409209|C0158047|C0158048|C0158049|C0158050|C0158051|C0158052"
"717_","C0032533"
"720_","C0158280|C0037947|C0037944|C0158287|C0158289|C2921108|C2921109|C0158288"
"720_1","C2921108|C2921109|C0158288"
"721_","C0158240|C0152088|C0038019|C0158241|C0158243|C0158244|C0263851|C0158242|C0158245|C0158246|C0158247|C0263853|C0158248|C0020498|C0158249"
"721_1","C0158241|C0158243|C0158244|C0263851"
"721_2","C0158242|C0158245|C0158246|C0158247|C0263853"
"721_8","C0158248|C0020498|C0158249"
"722_","C0158252|C0158253|C0158254|C0158255|C0158256|C1328971|C0410632|C0158259|C0158260|C0158261|C0158262|C0158263|C0158264|C0158265|C0158266|C0158267|C0375497|C0158268|C0158269|C0158270|C0152089|C0158272|C0158273|C0158274|C0158275|C0029497|C0158276|C0158277|C0158278|C0021818"
"722_1","C0158253|C0158254|C0158255|C0158256|C1328971|C0021818"
"722_3","C0410632|C0158259|C0158260|C0158261"
"722_6","C0158262|C0158263|C0158264|C0158265|C0158266"
"722_7","C0158267|C0375497|C0158268|C0158269|C0158270"
"722_8","C0152089|C0158272|C0158273|C0158274"
"722_9","C0158275|C0029497|C0158276|C0158277|C0158278"
"723_","C0158279|C0263013|C0158283|C0158284|C0158285|C0040485"
"723_1","C0040485"
"724_","C0158298|C0158292|C0158293|C0158295|C0158296|C0158297"
"724_1","C0158292"
"724_2","C0158293|C0158295|C0158296"
"724_8","C0158297"
"724_9","C0158298"
"726_","C1442902|C0158302|C3161123|C0158305|C0869438|C0158309|C0039516|C0311223|C0158301|C0158307|C0158310|C0158311|C0158312|C0158313|C0158317|C0158318|C0158319|C0158321|C0158323|C0158324|C0242490|C0375499|C0158303|C0158304|C0263962|C0158314|C0158315|C0158316|C0851258|C0149846|C0158322|C1442903|C0006444"
"726_1","C0311223|C0158301|C0158307|C0158310|C0158311|C0158312|C0158313|C0158317|C0158318|C0158319|C0158321|C0158323|C0158324|C0242490|C0375499"
"726_2","C0158303|C0158304"
"726_3","C0263962|C0158314|C0158315|C0158316|C0851258|C0149846|C0006444"
"726_4","C0158322|C1442903"
"727_","C0158326|C0006690|C0158351|C0039104|C0158327|C1318543|C0158328|C0149870|C2004376|C0158331|C0029856|C0158332|C0029528|C0349693|C0085648|C0158334|C0158335|C1258666|C0158336|C0158337|C0032650|C0158338|C0158339|C0410017|C0158342|C0158343|C0158344|C0158345|C0158346|C0158347|C0158348|C0158349|C0158350|C0878705"
"727_1","C0039104|C0158327|C1318543|C0158328|C0149870|C2004376|C0158331|C0029856"
"727_2","C0158332|C0029528"
"727_4","C0349693|C0085648|C0158334|C0158335|C1258666|C0158336"
"727_5","C0158337|C0032650|C0158338"
"727_6","C0158339|C0410017|C0158342|C0158343|C0158344|C0158345|C0158346|C0158347|C0158348|C0158349"
"727_7","C0158350"
"727_8","C0878705"
"728_","C0158352|C0029741|C0079954|C0158361|C0158362|C0158363|C0158364"
"728_1","C0343251|C0158355|C0016037|C0375500|C0158357|C0158358"
"728_2","C0158359|C0152093"
"728_7","C0158360|C0015645|C0013312"
"728_71","C0013312"
"729_","C0158370|C0263978|C2349647|C2349648|C0035445"
"729_1","C0035445"
"729_3","C0030326|C0158366|C0158367"
"729_7","C1719623|C1719618|C1719620|C1719621|C1719622"
"731_","C0029402|C0029412|C1719624|C0158440|C0029403|C0158439|C0029401"
"731_1","C0029403|C0158439|C0029401"
"732_","C0152091|C0158441|C0451640|C0036310|C0410502|C0158442|C1282912|C0158444|C0158445|C0029421|C0022441|C0729346"
"732_1","C0036310|C0410502|C0158442|C1282912|C0158444|C0158445|C0022441|C0729346"
"732_7","C0029421"
"733_","C0020496|C0152263|C0205930|C0029586|C0158456|C0005937|C0152244|C0029525"
"733_2","C0005937|C0152244|C0029525"
"733_4","C0520474|C0158449|C0003977|C0158450|C0158451|C1611734|C0158452"
"733_6","C0040213"
"733_8","C0158453|C0158454|C0016665"
"733_9","C0085700"
"735_","C0158457|C0158488|C0264150|C0158489|C0158490|C2239098|C0158461|C0158493|C0158494|C0264133|C0866710|C0477573|C0410779|C0477572|C0264134|C0006386|C0158458|C0016202|C0085686|C0016507"
"735_1","C0264133|C0016202"
"735_2","C0866710|C0477573|C0158457|C0410779|C0477572|C0158461|C0264134|C0085686"
"735_21","C0410779|C0477572|C0085686"
"735_22","C0158461"
"735_23","C0264134"
"735_3","C0006386|C0158458"
"736_","C0158463|C0158495|C0029486|C0264155|C0158464|C0041784|C0158465|C0158466|C0158467|C0158468|C0231666|C0158470|C0158471|C0158472|C0158473|C0158474|C0410740|C0158476|C0158477|C0158478|C0158480|C0158481|C0158482|C0158483|C0158484|C0158485|C0158486|C0158487|C0264156"
"736_1","C0158464|C0041784|C0158465|C0158466|C0158467|C0158468|C0231666|C0158470|C0158471|C0158472"
"736_2","C0158473|C0158474|C0410740|C0158476|C0158477"
"736_3","C0158478|C0158480|C0158481|C0158482"
"736_4","C0158483|C0158484|C0158485"
"736_5","C0158486|C0158487"
"736_6","C0264156"
"737_","C0037932|C0158506|C0029567|C0158712|C0158497|C0022822|C0022823|C0158498|C0158499|C0029653|C0158507|C0024004|C0024005|C0158500|C0158501|C0029658|C0158508|C0022820|C0036440|C0158502|C0158503|C0158504|C0158505|C0029652|C0158509"
"737_1","C0158497|C0022822|C0022823|C0158498|C0158499|C0029653|C0158507"
"737_2","C0024004|C0024005|C0158500|C0158501|C0029658|C0158508"
"737_3","C0022820|C0036440|C0158502|C0158503|C0158504|C0158505|C0029652|C0158509"
"738_","C0158510|C0028431|C0158511|C1290220|C0375511|C0375512|C0375513|C0158512|C0001171|C0158514|C0158515|C0158516|C0158517|C0264132|C2242765"
"738_4","C2242765"
"739_","C0009918|C0158110|C0158111|C0158112|C0158113|C1306306|C0158115|C1963664|C0158117|C0158118"
"740_","C0263742|C0260477|C0157946|C0157947|C0157948|C0157949|C0157950|C0157951|C0157952|C0157953|C0157954|C0157955|C0157926|C0263752|C0263753|C0263754|C0263755|C0473748|C0263758|C0263759|C0701814|C0473754|C0157937|C0157938|C0157939|C0157940|C0157941|C0157942|C0157943|C0157944|C0157945|C1384584|C0157923|C0157924|C0263774|C0157957|C0157958|C0029408|C0157959|C0157960|C0157961|C0157962|C0157963|C0157964|C0157965|C0157966|C0157967|C0022408|C0409962"
"740_1","C0157946|C0157947|C0157948|C0157949|C0157950|C0157951|C0157952|C0157953|C0157954|C0157955|C0157926|C0263752|C0263753|C0263754|C0263755|C0473748|C0263758|C0263759|C0701814|C0473754|C0157937|C0157938|C0157939|C0157940|C0157941|C0157942|C0157943|C0157944|C0157945|C0409962"
"740_11","C0157926|C0263752|C0263753|C0263754|C0263755|C0473748|C0263758|C0263759|C0701814"
"740_12","C0473754|C0157937|C0157938|C0157939|C0157940|C0157941|C0157942|C0157943|C0157944|C0157945"
"740_2","C1384584|C0157923|C0157924"
"740_3","C0263774|C0157957|C0157958"
"740_9","C0029408|C0157959|C0157960|C0157961|C0157962|C0157963|C0157964|C0157965|C0157966|C0157967"
"741_","C1442831|C0158205|C0375492|C0158206|C0158207|C0158208|C0158209|C0158210|C0158211|C0158212|C0158213|C0158214|C0029746|C0869062|C0158222|C0158223|C0158224|C0158225|C0158226|C0158227|C0158228|C0158229|C0158230|C0022408|C0158231|C0158232|C0158233|C0158234|C0158235|C0158236|C0409264|C0489969|C0158239|C0003090|C0158119|C0158120|C0158121|C0158122|C0158123|C0158124|C1963544|C0158126|C0158127|C0869450|C0158195|C0158196|C0158197|C0158198|C0158199|C0158200|C0158201|C0158202|C0158203|C0158204|C0311394|C1253936|C0158150|C0158151|C0158152|C0158153|C0554588|C0158155|C0158156|C0158157|C0158158|C0018924|C0158159|C0263836|C0263837|C0158162|C0263838|C0263840|C0263841|C0158166|C0158167|C0158168|C0158169|C0158170|C0158171|C0409780|C0158173|C0158174|C0158175|C0158176|C0837909|C0158216|C0158217|C0158218|C0039106"
"741_1","C0003090|C0158119|C0158120|C0158121|C0158122|C0158123|C0158124|C1963544|C0158126|C0158127"
"741_2","C0869450|C0158195|C0158196|C0158197|C0158198|C0158199|C0158200|C0158201|C0158202|C0158203|C0158204"
"741_3","C0311394|C0158216|C0158217|C0158218"
"741_4","C1253936|C0158150|C0158151|C0158152|C0158153|C0554588|C0158155|C0158156|C0158157|C0158158"
"741_5","C0018924|C0158159|C0263836|C0263837|C0158162|C0263838|C0263840|C0263841|C0158166|C0158167"
"741_6","C0158168|C0158169|C0158170|C0158171|C0409780|C0158173|C0158174|C0158175|C0158176|C0837909|C0039106"
"742_","C0158128|C0158129|C0022411|C0158082|C0158083|C0158084|C0158085|C0158086|C0158087|C0023988|C0158088|C0158090|C0158091|C0263805|C0263806|C0158094|C0158095|C0263809|C0263810|C0158098|C0263812|C0158100|C0263813|C0263814|C0263815|C0263816|C0158105|C0263819|C0263820|C0158108|C0263822|C1145757|C1176349|C1176350|C1176351|C1176352|C1176353|C1176354|C1176355|C1176356|C1176357|C1176358|C0158073|C0263793|C0263794|C0263795|C0158077|C0410332|C0263799|C0700648|C0263801|C0158072|C0869063|C0869296|C0869298|C0869300|C0869426|C0869428|C0869430|C0869432|C0869434|C0869436|C0158140|C0409278|C0409277|C0409276|C0409275|C0409274|C0409273|C0409272|C0409271|C0375491"
"742_1","C0022411|C0158082|C0158083|C0158084|C0158085|C0158086|C0158087|C0023988|C0158088"
"742_2","C0158090|C0158091|C0263805|C0263806|C0158094|C0158095|C0263809|C0263810|C0158098|C0263812|C0158100|C0263813|C0263814|C0263815|C0263816|C0158105|C0263819|C0263820|C0158108|C0263822|C1145757|C1176349|C1176350|C1176351|C1176352|C1176353|C1176354|C1176355|C1176356|C1176357|C1176358"
"742_8","C0158073|C0263793|C0263794|C0263795|C0158077|C0410332|C0263799|C0700648|C0263801"
"742_9","C0158072|C0869063|C0869296|C0869298|C0869300|C0869426|C0869428|C0869430|C0869432|C0869434|C0869436|C0158140|C0409278|C0409277|C0409276|C0409275|C0409274|C0409273|C0409272|C0409271"
"743_","C0029586|C0029456|C0029459|C0158447|C0152256|C0029694|C0016663|C0375504|C0375505|C0375508|C0375509|C1135287|C1135288|C1135289|C1135290|C1135292|C1135294|C1135296|C0302491|C1135295|C1443978|C0375507|C1135291|C1135293|C0949138|C0949139|C0949140|C2349651|C2349653|C2317110|C2921408|C0152091|C1443979|C0016664"
"743_1","C0029456|C0029459|C0158447|C0152256|C0029694"
"743_11","C0029456"
"743_12","C0029459"
"743_13","C0158447|C0152256|C0029694"
"743_2","C0016663|C0375504|C0375505|C0375508|C0375509|C1135287|C1135288|C1135289|C1135290|C1135292|C1135294|C1135296|C0302491|C1135295|C1443978|C0375507|C1135291|C1135293|C1443979"
"743_21","C0302491|C1135295"
"743_22","C1443978|C0375507|C1135291|C1135293|C1443979"
"743_4","C0949138|C0949139|C0949140|C2349651|C2349653|C2317110|C2921408|C0016664"
"743_9","C0152091"
"745_","C0003862|C0838222|C0838223|C0838224|C0423665|C0838226|C0838227|C0838228|C0158194|C0162296"
"747_","C0477999|C0158625|C0158635|C0478008|C0375522|C0031190|C0478013|C2921289|C0158611|C0009995|C0869419|C0158623|C0149530|C0024649|C0018798|C0152419|C0158629|C0158606|C0041207|C0040761|C0013069|C0344616|C0158608|C0039685|C0152424|C0018818|C2939192|C0014116|C0031192|C0029608|C0152238|C0158609|C0158610|C0158621|C0265830|C0242855|C0162164|C0477996|C0158616|C0013481|C0152417|C0158617|C0158618|C0158619|C0152101|C0034084|C0345010|C0013274|C0003492|C0478000|C0302467|C0009681|C3161124|C0241790|C3161125|C0158632|C0036400|C0158634|C0029520|C1963536|C0340797|C0375518|C0302468|C0375519|C0375520|C0375521|C0158638|C0810060"
"747_1","C0158611|C0009995|C0869419|C0158623|C0149530|C0024649|C0477999|C0018798|C0152419|C0158629|C0158606|C0041207|C0040761|C0013069|C0344616|C0158608|C0039685|C0152424|C0018818|C2939192|C0014116|C0031192|C0029608|C0152238|C0158609|C0158610|C0158621|C0265830|C0242855|C0162164|C0477996|C0158616|C0013481|C0152417|C0158617|C0158618|C0158619|C0152101|C0034084|C0345010|C0013274|C0003492|C0478000|C0302467|C0009681|C3161124|C0241790|C3161125|C0158632|C0036400|C0158634|C0029520"
"747_11","C0158606|C0041207|C0040761|C0013069|C0344616|C0158608|C0039685|C0152424|C0018818|C2939192|C0014116|C0031192|C0029608|C0152238|C0158609|C0158610|C0158621"
"747_12","C0265830|C0242855|C0162164|C0477996|C0158616|C0013481|C0152417|C0158617|C0158618|C0158619|C0152101|C0034084|C0345010"
"747_13","C0013274|C0003492|C0478000|C0302467|C0009681|C3161124|C0241790|C3161125|C0158632|C0036400|C0158634|C0029520"
"747_2","C1963536|C0340797|C0375518|C0302468|C0375519|C0375520|C0375521|C0158638"
"748_","C0035238|C0152416|C0431510|C0158641|C0438699|C0478018|C0158644|C0152239|C0478019|C2921290"
"749_","C0158572|C0266573|C0266572|C0158575|C0158576|C0158577|C0266587|C0158579|C0158581|C0266592|C0702139|C0431467|C0431468|C0158587|C0685874|C0158589|C0266611|C0477990|C0158591|C0152421|C0152423|C0158592|C0431479|C0266589|C0158595|C0344572|C0006131|C2363280|C0158598|C0158599|C0431491|C0221217|C0477992|C0266094|C0266095|C0024433|C0026034|C0869095|C0008297|C0478014|C0432068|C0345380|C2921288|C0158646|C0008925|C0158647|C0158648|C0158649|C0158650|C0008924|C0158651|C0158652|C0158653|C0158654|C0158655|C0158656|C0158657|C0158658|C0158659|C0495615|C2107132"
"749_1","C0158646|C0008925|C0158647|C0158648|C0158649|C0158650|C0008924|C0158651|C0158652|C0158653|C0158654|C0158655|C0158656|C0158657|C0158658|C0158659"
"749_2","C0495615"
"750_","C0158678|C0266015|C2921291|C2910173|C0158669|C0266021|C2004465|C0009733|C0152415|C0478024|C0158662|C0158663|C0158664|C2349953|C0009677|C0025988|C0431553|C0158667|C0152429|C0266118|C0158670|C0158671|C0392485|C0158673|C0029758|C0158674|C2004369|C0478039|C0025037|C1261176|C0345205|C0019570|C0158679|C0555219|C0158681|C1456424|C0005411|C0158683|C0029554|C0158684|C0700639|C0478029|C0341154"
"750_1","C2910173|C0158669|C0266021|C2004465|C0009733|C0152415|C0478024|C0158662|C0158663|C0158664|C2349953|C0009677|C0025988|C0431553|C0158667|C0152429|C0266118|C0158670|C0158671|C0392485|C0158673|C0029758|C0158674|C2004369|C0478029|C0341154"
"750_11","C0009733|C0341154"
"750_13","C0152415|C0478024|C0158662|C0158663|C0158664|C2349953|C0009677|C0025988|C0431553|C0158667|C0152429|C0266118|C0158670|C0158671|C0392485|C0158673"
"750_14","C0029758"
"750_15","C0158674|C2004369|C0478029"
"750_2","C0478039|C0025037|C1261176|C0345205|C0019570|C0158679|C0555219|C0158681|C1456424|C0005411|C0158683|C0029554|C0158684"
"750_21","C0025037|C1261176|C0345205|C0019570|C0158679|C0555219"
"750_22","C0158681|C1456424|C0005411|C0158683|C0029554|C0158684"
"750_5","C0700639"
"751_","C0158687|C0158698|C2921285|C0021193|C0431614|C1260432|C0158688|C0158689|C0013946|C0478043|C0152240|C0431635|C0266384|C0266399|C0266389|C0266387|C0266385|C0158694|C0158695|C0152436|C2921114|C2921116|C2921118|C1858564|C1841680|C0029553|C0375525|C0010417|C0520578|C0375526|C1691215|C0014588|C0266436|C0266435|C0431668|C0375528|C2921284|C0431725|C0005689|C1305964|C0431741|C0158707|C0311245|C0268800|C0022680|C0085413|C0085548|C0266313|C2939174|C0022681|C0431705|C0158699|C0478058|C0431681|C0375530|C0375531|C0474873|C0478056|C0848558|C0022679|C0687120|C0042063|C0810361"
"751_1","C0021193|C0431614|C1260432|C0158687|C0158688|C0158689|C0013946|C0478043|C0152240|C0431635|C0266384|C0266399|C0266389|C0266387|C0266385|C0158694|C0158695|C0152436|C2921114|C2921116|C2921118|C1858564|C1841680|C0029553|C0375525|C0010417|C0520578|C0375526|C1691215|C0014588|C0266436|C0266435|C0431668|C0375528|C2921284|C0848558"
"751_11","C0158688|C0158689|C0013946|C0478043|C0152240|C0431635|C0266384|C0266399|C0266389|C0266387|C0266385|C0158694|C0158695|C0152436|C2921114|C2921116|C2921118|C1858564|C1841680|C0029553"
"751_12","C0375525|C0010417|C0520578|C0375526|C1691215|C0014588|C0266436|C0266435|C0431668|C0375528|C2921284|C0848558"
"751_2","C0431725|C0005689|C1305964|C0431741|C0158707|C0158698|C0311245|C0268800|C0022680|C0085413|C0085548|C0266313|C2939174|C0022681|C0431705|C0158699|C0478058|C0022679|C0687120"
"751_21","C0311245|C0268800|C0022680|C0085413|C0085548|C0266313|C2939174|C0022681|C0431705|C0022679|C0687120"
"751_22","C0158699|C0478058"
"751_3","C0431681|C0375530|C0375531|C0474873|C0478056|C0810361"
"752_","C0158538|C0497552|C2921286|C0158530|C0002902|C0152426|C0152234|C0014065|C0080174|C0080178|C0477973|C0431321|C0431320|C0431319|C0158534|C0158535|C0158536|C0158537|C0025958|C0079157|C0020256|C0477972|C0477975|C0011999|C0152444|C0477976|C0027794"
"752_1","C0158530|C0002902|C0152426|C0152234|C0014065|C0080174|C0080178|C0477973|C0431321|C0431320|C0431319|C0158534|C0158535|C0158536|C0158537|C0027794"
"752_11","C0080178|C0477973|C0431321|C0431320|C0431319|C0158534|C0158535|C0158536|C0158537"
"752_2","C0025958|C0079157|C0020256|C0477972|C0477975|C0011999|C0152444|C0477976"
"753_","C0015393|C0003119|C0158543|C0311249|C0026010|C0158545|C0020302|C0311251|C0158547|C0158555|C0344528|C0158557|C0158558|C0701146|C0003076|C0158560|C0344538|C0158562|C0029552|C0477986|C0158548|C0009691|C0158549|C0489970|C0158551|C0158552|C0152422|C0158553|C0013581|C0158554|C0439001|C0158564|C0240896|C0158566|C0158567|C0158568|C0029729|C0344553|C1961121|C0158571"
"753_1","C0158548|C0009691|C0158549|C0489970|C0158551|C0158552|C0152422|C0158553|C0013581|C0158554"
"753_2","C0439001|C0158564|C0240896|C0158566|C0158567|C0158568|C0029729|C0344553|C1961121|C0158571"
"754_","C0158775|C0158776|C0265677|C0265678|C0022738|C0432138|C0158779|C0432162|C0038017|C0158712"
"754_1","C0432162"
"754_2","C0038017"
"755_","C0158732|C2733636|C0206762|C0158722|C0009081|C0265649|C0265647|C0158725|C0158726|C0152236|C0392477|C0152237|C0158728|C0158729|C1301937|C0728829|C0868868|C0152427|C0158733|C0158734|C0039075|C0265553|C0221352|C0158736|C0345377|C0158738|C1510455|C0265609|C0158763|C0265554|C0158768|C0432018|C0265566|C0431826|C0375533|C0158743|C0158744|C0158745|C0158746|C0158747|C0158748|C0490053|C0265547|C0478070|C0749794|C0158760|C0152438|C0158761|C0152441|C0431946|C0152235|C0158718|C0158719|C0158720|C0152432|C0265618|C0158752|C0375534|C0158754|C0158755|C0158756|C0158757|C0158758|C0158759|C0490054|C0478071|C0431943|C0158767|C0019555|C0009702|C0158713|C1261276|C0158715|C0158716|C0152430|C0152431|C0029557|C0039273|C0001193|C0016508"
"755_1","C0158722|C0009081|C0265649|C0265647|C0158725|C0158726|C0152236|C0392477|C0152237|C0158728|C0158729|C1301937|C0728829|C0868868|C0039273|C0016508"
"755_3","C0152427|C0158733|C0158734|C0039075|C0265553|C0221352|C0158736|C0345377|C0158738|C1510455|C0265609|C0158763|C0265554|C0158768|C0432018|C0001193"
"755_4","C0265566|C0431826|C0375533|C0158743|C0158744|C0158745|C0158746|C0158747|C0158748|C0490053|C0265547|C0478070|C0749794|C0158760|C0152438|C0158761|C0152441"
"755_6","C0431946|C0152235|C0158718|C0158719|C0158720|C0152432|C0265618|C0158752|C0375534|C0158754|C0158755|C0158756|C0158757|C0158758|C0158759|C0490054|C0478071|C0431943|C0158767|C0019555|C0009702|C0158713|C1261276|C0158715|C0158716|C0152430|C0152431|C0029557"
"755_61","C0019555|C0009702|C0158713|C1261276|C0158715|C0158716|C0152430|C0152431|C0029557"
"756_","C0158709|C0158730|C0158773|C0008449|C0478080|C2921292|C0158782|C0009680|C0033770|C0795690|C0265706|C0490010|C0432133|C0016842|C0158731|C0029759|C0439002|C0158784|C0013720|C0375536|C0029434|C0029454|C0029455|C0016065|C0013903|C0026760|C0029559|C0264009"
"756_1","C0158782|C0009680|C0033770|C0795690|C0265706|C0490010"
"756_2","C0432133|C0016842|C0158731"
"756_21","C0016842"
"756_22","C0158731"
"756_3","C0029759|C0439002|C0158784|C0013720"
"756_5","C0375536|C0029434|C0029454|C0029455|C0016065|C0013903|C0026760|C0029559|C0264009"
"757_","C0037268|C1313885|C0432340|C0432351|C0478090"
"758_","C0032897|C0024796|C0016667|C0008626|C0013080|C0152095|C0152096|C0004402|C0010314|C0220704|C1455868|C0478100|C0158794|C0029549|C0018051|C0022735|C1305927|C0029550|C0008625"
"758_1","C0008626|C0013080|C0152095|C0152096|C0004402|C0010314|C0220704|C1455868|C0478100|C0158794|C0029549|C0018051|C0022735|C1305927|C0029550|C0008625"
"759_","C0158795|C0700587|C0037221|C0041428|C0041341|C0302397|C0026758|C0478095|C0000768|C0476431|C2921283|C0700232|C0158797|C0432378"
"759_1","C0158797|C0432378"
"760_","C0677061|C0024031|C0004604"
"761_","C0007859"
"763_","C0158291"
"764_","C0036396"
"765_","C1442952|C0263884"
"766_","C0347894"
"767_","C2355645|C0158281"
"769_","C0869269|C0877720|C0877722|C0877724|C0877726|C0877728|C0877730|C0877732|C0877734|C0877736|C0302396"
"770_","C0026893"
"771_","C0029669|C2198078"
"771_1","C0158369"
"771_2","C0010263"
"772_","C0158361|C0158352"
"772_1","C0868752"
